quote_id,leg_type,origin_warehouse_id,destination_type,destination_id,destination_name,haversine_km,road_factor,estimated_distance_km,base_idr_per_demand_unit,distance_rate_idr_per_km_per_demand_unit,lane_factor,noise_factor,quoted_idr_per_demand_unit,is_current_lane
LM-FWD-PALEMBANG-IDN020,last_mile,FWD-PALEMBANG,province,IDN020,Kalimantan Barat,775.908,1.250,969.885,2200,14.00,1.160,0.9901,18100,true
LM-FWD-PALEMBANG-IDN021,last_mile,FWD-PALEMBANG,province,IDN021,Kalimantan Tengah,933.331,1.250,1166.664,2200,14.00,1.160,1.0010,21500,false
LM-FWD-PALEMBANG-IDN022,last_mile,FWD-PALEMBANG,province,IDN022,Kalimantan Selatan,1192.401,1.250,1490.501,2200,14.00,1.160,1.0145,27100,false
LM-FWD-PALEMBANG-IDN023,last_mile,FWD-PALEMBANG,province,IDN023,Kalimantan Timur,1379.882,1.250,1724.853,2200,14.00,1.160,0.9907,30300,false
LM-FWD-PALEMBANG-IDN024,last_mile,FWD-PALEMBANG,province,IDN024,Kalimantan Utara,1483.844,1.250,1854.805,2200,14.00,1.160,1.0577,34600,false
LM-FWD-PALEMBANG-IDN025,last_mile,FWD-PALEMBANG,province,IDN025,Sulawesi Utara,2195.149,1.250,2743.937,2200,14.00,1.160,1.0606,50000,false
LM-FWD-PALEMBANG-IDN026,last_mile,FWD-PALEMBANG,province,IDN026,Sulawesi Tengah,1814.139,1.250,2267.674,2200,14.00,1.160,0.9497,37400,false
LM-FWD-PALEMBANG-IDN027,last_mile,FWD-PALEMBANG,province,IDN027,Sulawesi Selatan,1693.131,1.250,2116.413,2200,14.00,1.160,0.9499,35100,false
LM-FWD-PALEMBANG-IDN028,last_mile,FWD-PALEMBANG,province,IDN028,Sulawesi Tenggara,1938.109,1.250,2422.636,2200,14.00,1.160,0.9937,41600,false
LM-FWD-PALEMBANG-IDN029,last_mile,FWD-PALEMBANG,province,IDN029,Gorontalo,1969.733,1.250,2462.167,2200,14.00,1.160,1.0583,45000,false
LM-FWD-PALEMBANG-IDN030,last_mile,FWD-PALEMBANG,province,IDN030,Sulawesi Barat,1620.549,1.250,2025.686,2200,14.00,1.160,0.9580,34000,false
LM-FWD-PALEMBANG-IDN031,last_mile,FWD-PALEMBANG,province,IDN031,Maluku,2942.692,1.250,3678.365,2200,14.00,1.320,1.0345,73300,false
LM-FWD-PALEMBANG-IDN032,last_mile,FWD-PALEMBANG,province,IDN032,Maluku Utara,2618.762,1.250,3273.453,2200,14.00,1.320,0.9873,62600,false
LM-FWD-PALEMBANG-IDN033,last_mile,FWD-PALEMBANG,province,IDN033,Papua,3785.307,1.250,4731.634,2200,14.00,1.320,1.0543,95200,false
LM-FWD-PALEMBANG-IDN034,last_mile,FWD-PALEMBANG,province,IDN034,Papua Barat Daya,3037.011,1.250,3796.263,2200,14.00,1.320,0.9710,70900,false
LM-FWD-PALEMBANG-IDN035,last_mile,FWD-PALEMBANG,province,IDN035,Papua Barat,3261.322,1.250,4076.653,2200,14.00,1.320,0.9651,75500,false
LM-FWD-PALEMBANG-IDN036,last_mile,FWD-PALEMBANG,province,IDN036,Papua Selatan,3834.996,1.250,4793.745,2200,14.00,1.320,1.0014,91600,false
LM-FWD-PALEMBANG-IDN037,last_mile,FWD-PALEMBANG,province,IDN037,Papua Tengah,3536.516,1.250,4420.645,2200,14.00,1.320,1.0299,87100,false
LM-FWD-PALEMBANG-IDN038,last_mile,FWD-PALEMBANG,province,IDN038,Papua Pegunungan,3860.629,1.250,4825.787,2200,14.00,1.320,1.0268,94600,false
LM-FWD-SEMARANG-IDN001,last_mile,FWD-SEMARANG,province,IDN001,Aceh,1948.312,1.250,2435.391,2200,14.00,1.160,0.9548,40200,false
LM-FWD-SEMARANG-IDN002,last_mile,FWD-SEMARANG,province,IDN002,Sumatera Utara,1586.873,1.250,1983.592,2200,14.00,1.160,1.0578,36800,false
LM-FWD-SEMARANG-IDN003,last_mile,FWD-SEMARANG,province,IDN003,Sumatera Barat,1293.581,1.250,1616.977,2200,14.00,1.160,1.0258,29600,false
LM-FWD-SEMARANG-IDN004,last_mile,FWD-SEMARANG,province,IDN004,Riau,1266.596,1.250,1583.245,2200,14.00,1.160,1.0312,29100,false
LM-FWD-SEMARANG-IDN005,last_mile,FWD-SEMARANG,province,IDN005,Jambi,1072.535,1.250,1340.669,2200,14.00,1.160,0.9772,23800,false
LM-FWD-SEMARANG-IDN006,last_mile,FWD-SEMARANG,province,IDN006,Sumatera Selatan,842.713,1.250,1053.391,2200,14.00,1.160,1.0461,20600,true
LM-FWD-SEMARANG-IDN007,last_mile,FWD-SEMARANG,province,IDN007,Bengkulu,968.227,1.250,1210.283,2200,14.00,1.160,1.0675,23700,true
LM-FWD-SEMARANG-IDN008,last_mile,FWD-SEMARANG,province,IDN008,Lampung,655.744,1.250,819.680,2200,14.00,1.160,1.0180,16100,true
LM-FWD-SEMARANG-IDN009,last_mile,FWD-SEMARANG,province,IDN009,Kepulauan Bangka Belitung,716.895,1.250,896.119,2200,14.00,1.160,1.0541,18000,true
LM-FWD-SEMARANG-IDN010,last_mile,FWD-SEMARANG,province,IDN010,Kepulauan Riau,1098.459,1.250,1373.074,2200,14.00,1.160,0.9745,24200,false
LM-FWD-SEMARANG-IDN011,last_mile,FWD-SEMARANG,province,IDN011,DKI Jakarta,406.799,1.250,508.498,2200,14.00,1.000,0.9800,9100,true
LM-FWD-SEMARANG-IDN012,last_mile,FWD-SEMARANG,province,IDN012,Jawa Barat,331.757,1.250,414.696,2200,14.00,1.000,1.0199,8200,true
LM-FWD-SEMARANG-IDN013,last_mile,FWD-SEMARANG,province,IDN013,Jawa Tengah,85.338,1.250,106.673,2200,14.00,1.000,0.9966,3700,true
LM-FWD-SEMARANG-IDN014,last_mile,FWD-SEMARANG,province,IDN014,Daerah Istimewa Yogyakarta,96.465,1.250,120.582,2200,14.00,1.000,1.0417,4100,true
LM-FWD-SEMARANG-IDN015,last_mile,FWD-SEMARANG,province,IDN015,Jawa Timur,261.420,1.250,326.774,2200,14.00,1.000,1.0014,6800,true
LM-FWD-SEMARANG-IDN016,last_mile,FWD-SEMARANG,province,IDN016,Banten,477.632,1.250,597.040,2200,14.00,1.000,0.9735,10300,true
LM-FWD-SEMARANG-IDN017,last_mile,FWD-SEMARANG,province,IDN017,Bali,507.116,1.250,633.895,2200,14.00,1.160,0.9659,12400,true
LM-FWD-SEMARANG-IDN018,last_mile,FWD-SEMARANG,province,IDN018,Nusa Tenggara Barat,740.621,1.250,925.776,2200,14.00,1.240,0.9509,17900,false
LM-FWD-SEMARANG-IDN019,last_mile,FWD-SEMARANG,province,IDN019,Nusa Tenggara Timur,1455.432,1.250,1819.290,2200,14.00,1.240,1.0260,35200,false
LM-FWD-SEMARANG-IDN020,last_mile,FWD-SEMARANG,province,IDN020,Kalimantan Barat,772.398,1.250,965.498,2200,14.00,1.160,0.9572,17500,true
LM-FWD-SEMARANG-IDN021,last_mile,FWD-SEMARANG,province,IDN021,Kalimantan Tengah,646.099,1.250,807.623,2200,14.00,1.160,0.9814,15400,true
LM-FWD-SEMARANG-IDN022,last_mile,FWD-SEMARANG,province,IDN022,Kalimantan Selatan,703.132,1.250,878.915,2200,14.00,1.160,0.9494,16000,false
LM-FWD-SEMARANG-IDN023,last_mile,FWD-SEMARANG,province,IDN023,Kalimantan Timur,1079.291,1.250,1349.113,2200,14.00,1.160,1.0000,24500,false
LM-FWD-SEMARANG-IDN024,last_mile,FWD-SEMARANG,province,IDN024,Kalimantan Utara,1309.533,1.250,1636.917,2200,14.00,1.160,0.9753,28400,false
LM-FWD-SEMARANG-IDN025,last_mile,FWD-SEMARANG,province,IDN025,Sulawesi Utara,1749.597,1.250,2186.996,2200,14.00,1.160,1.0026,38200,false
LM-FWD-SEMARANG-IDN026,last_mile,FWD-SEMARANG,province,IDN026,Sulawesi Tengah,1345.908,1.250,1682.385,2200,14.00,1.160,0.9827,29400,false
LM-FWD-SEMARANG-IDN027,last_mile,FWD-SEMARANG,province,IDN027,Sulawesi Selatan,1100.216,1.250,1375.270,2200,14.00,1.160,1.0694,26600,false
LM-FWD-SEMARANG-IDN028,last_mile,FWD-SEMARANG,province,IDN028,Sulawesi Tenggara,1335.530,1.250,1669.413,2200,14.00,1.160,0.9802,29100,false
LM-FWD-SEMARANG-IDN029,last_mile,FWD-SEMARANG,province,IDN029,Gorontalo,1550.895,1.250,1938.619,2200,14.00,1.160,1.0393,35400,false
LM-FWD-SEMARANG-IDN030,last_mile,FWD-SEMARANG,province,IDN030,Sulawesi Barat,1116.281,1.250,1395.351,2200,14.00,1.160,1.0310,26000,false
LM-FWD-SEMARANG-IDN031,last_mile,FWD-SEMARANG,province,IDN031,Maluku,2289.688,1.250,2862.110,2200,14.00,1.320,1.0090,56300,false
LM-FWD-SEMARANG-IDN032,last_mile,FWD-SEMARANG,province,IDN032,Maluku Utara,2126.833,1.250,2658.541,2200,14.00,1.320,1.0451,54400,false
LM-FWD-SEMARANG-IDN033,last_mile,FWD-SEMARANG,province,IDN033,Papua,3186.618,1.250,3983.272,2200,14.00,1.320,0.9609,73500,false
LM-FWD-SEMARANG-IDN034,last_mile,FWD-SEMARANG,province,IDN034,Papua Barat Daya,2480.109,1.250,3100.136,2200,14.00,1.320,1.0064,60600,false
LM-FWD-SEMARANG-IDN035,last_mile,FWD-SEMARANG,province,IDN035,Papua Barat,2653.840,1.250,3317.300,2200,14.00,1.320,1.0288,66100,false
LM-FWD-SEMARANG-IDN036,last_mile,FWD-SEMARANG,province,IDN036,Papua Selatan,3158.169,1.250,3947.711,2200,14.00,1.320,1.0346,78500,false
LM-FWD-SEMARANG-IDN037,last_mile,FWD-SEMARANG,province,IDN037,Papua Tengah,2919.092,1.250,3648.864,2200,14.00,1.320,1.0771,75800,false
LM-FWD-SEMARANG-IDN038,last_mile,FWD-SEMARANG,province,IDN038,Papua Pegunungan,3236.597,1.250,4045.747,2200,14.00,1.320,1.0434,81000,false
LM-FWD-DENPASAR-IDN001,last_mile,FWD-DENPASAR,province,IDN001,Aceh,2482.738,1.250,3103.423,2200,14.00,1.160,0.9474,50200,false
LM-FWD-DENPASAR-IDN002,last_mile,FWD-DENPASAR,province,IDN002,Sumatera Utara,2122.723,1.250,2653.404,2200,14.00,1.160,0.9584,43700,false
LM-FWD-DENPASAR-IDN003,last_mile,FWD-DENPASAR,province,IDN003,Sumatera Barat,1848.789,1.250,2310.986,2200,14.00,1.160,1.0048,40300,false
LM-FWD-DENPASAR-IDN004,last_mile,FWD-DENPASAR,province,IDN004,Riau,1807.388,1.250,2259.235,2200,14.00,1.160,1.0474,41100,false
LM-FWD-DENPASAR-IDN005,last_mile,FWD-DENPASAR,province,IDN005,Jambi,1625.309,1.250,2031.636,2200,14.00,1.160,0.9857,35000,false
LM-FWD-DENPASAR-IDN006,last_mile,FWD-DENPASAR,province,IDN006,Sumatera Selatan,1398.562,1.250,1748.202,2200,14.00,1.160,1.0011,31000,false
LM-FWD-DENPASAR-IDN007,last_mile,FWD-DENPASAR,province,IDN007,Bengkulu,1529.196,1.250,1911.494,2200,14.00,1.160,1.0048,33800,false
LM-FWD-DENPASAR-IDN008,last_mile,FWD-DENPASAR,province,IDN008,Lampung,1216.967,1.250,1521.209,2200,14.00,1.160,0.9584,26100,false
LM-FWD-DENPASAR-IDN009,last_mile,FWD-DENPASAR,province,IDN009,Kepulauan Bangka Belitung,1242.120,1.250,1552.650,2200,14.00,1.160,0.9667,26800,false
LM-FWD-DENPASAR-IDN010,last_mile,FWD-DENPASAR,province,IDN010,Kepulauan Riau,1577.111,1.250,1971.389,2200,14.00,1.160,1.0359,35800,false
LM-FWD-DENPASAR-IDN011,last_mile,FWD-DENPASAR,province,IDN011,DKI Jakarta,965.571,1.250,1206.964,2200,14.00,1.160,1.0725,23800,false
LM-FWD-DENPASAR-IDN012,last_mile,FWD-DENPASAR,province,IDN012,Jawa Barat,880.490,1.250,1100.613,2200,14.00,1.160,0.9507,19400,false
LM-FWD-DENPASAR-IDN013,last_mile,FWD-DENPASAR,province,IDN013,Jawa Tengah,610.817,1.250,763.521,2200,14.00,1.160,1.0068,15100,true
LM-FWD-DENPASAR-IDN014,last_mile,FWD-DENPASAR,province,IDN014,Daerah Istimewa Yogyakarta,536.144,1.250,670.181,2200,14.00,1.160,0.9596,12900,true
LM-FWD-DENPASAR-IDN015,last_mile,FWD-DENPASAR,province,IDN015,Jawa Timur,299.902,1.250,374.877,2200,14.00,1.160,1.0224,8800,true
LM-FWD-DENPASAR-IDN016,last_mile,FWD-DENPASAR,province,IDN016,Banten,1033.236,1.250,1291.545,2200,14.00,1.160,1.0024,23600,false
LM-FWD-DENPASAR-IDN017,last_mile,FWD-DENPASAR,province,IDN017,Bali,63.522,1.250,79.402,2200,14.00,1.000,1.0320,3400,true
LM-FWD-DENPASAR-IDN018,last_mile,FWD-DENPASAR,province,IDN018,Nusa Tenggara Barat,187.257,1.250,234.071,2200,14.00,1.240,0.9998,6800,true
LM-FWD-DENPASAR-IDN019,last_mile,FWD-DENPASAR,province,IDN019,Nusa Tenggara Timur,907.157,1.250,1133.946,2200,14.00,1.240,0.9903,22200,true
LM-FWD-DENPASAR-IDN020,last_mile,FWD-DENPASAR,province,IDN020,Kalimantan Barat,1061.553,1.250,1326.941,2200,14.00,1.160,1.0435,25200,false
LM-FWD-DENPASAR-IDN021,last_mile,FWD-DENPASAR,province,IDN021,Kalimantan Tengah,800.503,1.250,1000.629,2200,14.00,1.160,1.0596,19900,false
LM-FWD-DENPASAR-IDN022,last_mile,FWD-DENPASAR,province,IDN022,Kalimantan Selatan,612.431,1.250,765.539,2200,14.00,1.160,0.9900,14800,false
LM-FWD-DENPASAR-IDN023,last_mile,FWD-DENPASAR,province,IDN023,Kalimantan Timur,1028.144,1.250,1285.180,2200,14.00,1.160,0.9789,22900,false
LM-FWD-DENPASAR-IDN024,last_mile,FWD-DENPASAR,province,IDN024,Kalimantan Utara,1309.459,1.250,1636.824,2200,14.00,1.160,0.9895,28800,false
LM-FWD-DENPASAR-IDN025,last_mile,FWD-DENPASAR,province,IDN025,Sulawesi Utara,1443.488,1.250,1804.360,2200,14.00,1.160,0.9693,30900,false
LM-FWD-DENPASAR-IDN026,last_mile,FWD-DENPASAR,province,IDN026,Sulawesi Tengah,1067.412,1.250,1334.265,2200,14.00,1.160,1.0435,25300,false
LM-FWD-DENPASAR-IDN027,last_mile,FWD-DENPASAR,province,IDN027,Sulawesi Selatan,722.415,1.250,903.019,2200,14.00,1.160,1.0639,18300,true
LM-FWD-DENPASAR-IDN028,last_mile,FWD-DENPASAR,province,IDN028,Sulawesi Tenggara,912.292,1.250,1140.365,2200,14.00,1.160,0.9632,20300,false
LM-FWD-DENPASAR-IDN029,last_mile,FWD-DENPASAR,province,IDN029,Gorontalo,1291.765,1.250,1614.706,2200,14.00,1.160,0.9425,27100,false
LM-FWD-DENPASAR-IDN030,last_mile,FWD-DENPASAR,province,IDN030,Sulawesi Barat,843.470,1.250,1054.337,2200,14.00,1.160,1.0698,21000,false
LM-FWD-DENPASAR-IDN031,last_mile,FWD-DENPASAR,province,IDN031,Maluku,1777.797,1.250,2222.246,2200,14.00,1.320,0.9677,42500,true
LM-FWD-DENPASAR-IDN032,last_mile,FWD-DENPASAR,province,IDN032,Maluku Utara,1752.569,1.250,2190.711,2200,14.00,1.320,0.9962,43200,false
LM-FWD-DENPASAR-IDN033,last_mile,FWD-DENPASAR,province,IDN033,Papua,2700.497,1.250,3375.621,2200,14.00,1.320,1.0106,66000,false
LM-FWD-DENPASAR-IDN034,last_mile,FWD-DENPASAR,province,IDN034,Papua Barat Daya,2038.072,1.250,2547.591,2200,14.00,1.320,1.0227,51100,false
LM-FWD-DENPASAR-IDN035,last_mile,FWD-DENPASAR,province,IDN035,Papua Barat,2169.189,1.250,2711.486,2200,14.00,1.320,1.0757,57000,false
LM-FWD-DENPASAR-IDN036,last_mile,FWD-DENPASAR,province,IDN036,Papua Selatan,2622.919,1.250,3278.648,2200,14.00,1.320,1.0417,66100,false
LM-FWD-DENPASAR-IDN037,last_mile,FWD-DENPASAR,province,IDN037,Papua Tengah,2423.424,1.250,3029.280,2200,14.00,1.320,0.9835,57900,false
LM-FWD-DENPASAR-IDN038,last_mile,FWD-DENPASAR,province,IDN038,Papua Pegunungan,2733.007,1.250,3416.259,2200,14.00,1.320,0.9649,63700,false
LM-FWD-BANJARMASIN-IDN001,last_mile,FWD-BANJARMASIN,province,IDN001,Aceh,2128.841,1.250,2661.051,2200,14.00,1.160,0.9609,44000,false
LM-FWD-BANJARMASIN-IDN002,last_mile,FWD-BANJARMASIN,province,IDN002,Sumatera Utara,1786.324,1.250,2232.905,2200,14.00,1.160,1.0240,39700,false
LM-FWD-BANJARMASIN-IDN003,last_mile,FWD-BANJARMASIN,province,IDN003,Sumatera Barat,1600.740,1.250,2000.925,2200,14.00,1.160,1.0693,37500,false
LM-FWD-BANJARMASIN-IDN004,last_mile,FWD-BANJARMASIN,province,IDN004,Riau,1502.762,1.250,1878.452,2200,14.00,1.160,1.0565,34900,false
LM-FWD-BANJARMASIN-IDN005,last_mile,FWD-BANJARMASIN,province,IDN005,Jambi,1379.810,1.250,1724.762,2200,14.00,1.160,0.9894,30200,false
LM-FWD-BANJARMASIN-IDN006,last_mile,FWD-BANJARMASIN,province,IDN006,Sumatera Selatan,1191.171,1.250,1488.963,2200,14.00,1.160,1.0585,28300,false
LM-FWD-BANJARMASIN-IDN007,last_mile,FWD-BANJARMASIN,province,IDN007,Bengkulu,1359.602,1.250,1699.503,2200,14.00,1.160,1.0698,32300,false
LM-FWD-BANJARMASIN-IDN008,last_mile,FWD-BANJARMASIN,province,IDN008,Lampung,1090.731,1.250,1363.413,2200,14.00,1.160,1.0243,25300,false
LM-FWD-BANJARMASIN-IDN009,last_mile,FWD-BANJARMASIN,province,IDN009,Kepulauan Bangka Belitung,955.904,1.250,1194.880,2200,14.00,1.160,0.9797,21500,false
LM-FWD-BANJARMASIN-IDN010,last_mile,FWD-BANJARMASIN,province,IDN010,Kepulauan Riau,1166.134,1.250,1457.668,2200,14.00,1.160,1.0620,27800,true
LM-FWD-BANJARMASIN-IDN011,last_mile,FWD-BANJARMASIN,province,IDN011,DKI Jakarta,919.989,1.250,1149.986,2200,14.00,1.160,1.0508,22300,false
LM-FWD-BANJARMASIN-IDN012,last_mile,FWD-BANJARMASIN,province,IDN012,Jawa Barat,891.922,1.250,1114.903,2200,14.00,1.160,0.9462,19500,false
LM-FWD-BANJARMASIN-IDN013,last_mile,FWD-BANJARMASIN,province,IDN013,Jawa Tengah,700.483,1.250,875.604,2200,14.00,1.160,1.0169,17100,true
LM-FWD-BANJARMASIN-IDN014,last_mile,FWD-BANJARMASIN,province,IDN014,Daerah Istimewa Yogyakarta,682.653,1.250,853.316,2200,14.00,1.160,0.9726,16000,false
LM-FWD-BANJARMASIN-IDN015,last_mile,FWD-BANJARMASIN,province,IDN015,Jawa Timur,544.275,1.250,680.344,2200,14.00,1.160,1.0572,14400,true
LM-FWD-BANJARMASIN-IDN016,last_mile,FWD-BANJARMASIN,province,IDN016,Banten,995.491,1.250,1244.364,2200,14.00,1.160,0.9866,22500,false
LM-FWD-BANJARMASIN-IDN017,last_mile,FWD-BANJARMASIN,province,IDN017,Bali,547.638,1.250,684.548,2200,14.00,1.160,0.9875,13500,true
LM-FWD-BANJARMASIN-IDN018,last_mile,FWD-BANJARMASIN,province,IDN018,Nusa Tenggara Barat,648.198,1.250,810.247,2200,14.00,1.240,1.0408,17500,true
LM-FWD-BANJARMASIN-IDN019,last_mile,FWD-BANJARMASIN,province,IDN019,Nusa Tenggara Timur,1172.269,1.250,1465.336,2200,14.00,1.240,1.0345,29100,true
LM-FWD-BANJARMASIN-IDN020,last_mile,FWD-BANJARMASIN,province,IDN020,Kalimantan Barat,532.593,1.250,665.741,2200,14.00,1.000,0.9457,10900,true
LM-FWD-BANJARMASIN-IDN021,last_mile,FWD-BANJARMASIN,province,IDN021,Kalimantan Tengah,239.473,1.250,299.341,2200,14.00,1.000,0.9631,6200,true
LM-FWD-BANJARMASIN-IDN022,last_mile,FWD-BANJARMASIN,province,IDN022,Kalimantan Selatan,101.249,1.250,126.562,2200,14.00,1.000,0.9982,4000,true
LM-FWD-BANJARMASIN-IDN023,last_mile,FWD-BANJARMASIN,province,IDN023,Kalimantan Timur,479.871,1.250,599.839,2200,14.00,1.000,0.9902,10500,true
LM-FWD-BANJARMASIN-IDN024,last_mile,FWD-BANJARMASIN,province,IDN024,Kalimantan Utara,741.350,1.250,926.688,2200,14.00,1.000,0.9436,14300,false
LM-FWD-BANJARMASIN-IDN025,last_mile,FWD-BANJARMASIN,province,IDN025,Sulawesi Utara,1154.917,1.250,1443.647,2200,14.00,1.160,1.0392,27000,false
LM-FWD-BANJARMASIN-IDN026,last_mile,FWD-BANJARMASIN,province,IDN026,Sulawesi Tengah,753.842,1.250,942.302,2200,14.00,1.160,1.0507,18800,true
LM-FWD-BANJARMASIN-IDN027,last_mile,FWD-BANJARMASIN,province,IDN027,Sulawesi Selatan,604.037,1.250,755.046,2200,14.00,1.160,1.0093,15000,true
LM-FWD-BANJARMASIN-IDN028,last_mile,FWD-BANJARMASIN,province,IDN028,Sulawesi Tenggara,847.619,1.250,1059.524,2200,14.00,1.160,0.9953,19700,false
LM-FWD-BANJARMASIN-IDN029,last_mile,FWD-BANJARMASIN,province,IDN029,Gorontalo,945.629,1.250,1182.037,2200,14.00,1.160,0.9710,21100,false
LM-FWD-BANJARMASIN-IDN030,last_mile,FWD-BANJARMASIN,province,IDN030,Sulawesi Barat,538.234,1.250,672.793,2200,14.00,1.160,0.9641,13000,true
LM-FWD-BANJARMASIN-IDN031,last_mile,FWD-BANJARMASIN,province,IDN031,Maluku,1857.609,1.250,2322.011,2200,14.00,1.320,0.9688,44400,false
LM-FWD-BANJARMASIN-IDN032,last_mile,FWD-BANJARMASIN,province,IDN032,Maluku Utara,1555.825,1.250,1944.781,2200,14.00,1.320,0.9859,38300,false
LM-FWD-BANJARMASIN-IDN033,last_mile,FWD-BANJARMASIN,province,IDN033,Papua,2693.425,1.250,3366.781,2200,14.00,1.320,1.0211,66500,false
LM-FWD-BANJARMASIN-IDN034,last_mile,FWD-BANJARMASIN,province,IDN034,Papua Barat Daya,1951.314,1.250,2439.143,2200,14.00,1.320,0.9631,46200,false
LM-FWD-BANJARMASIN-IDN035,last_mile,FWD-BANJARMASIN,province,IDN035,Papua Barat,2168.502,1.250,2710.628,2200,14.00,1.320,1.0142,53700,false
LM-FWD-BANJARMASIN-IDN036,last_mile,FWD-BANJARMASIN,province,IDN036,Papua Selatan,2755.349,1.250,3444.186,2200,14.00,1.320,0.9490,63200,false
LM-FWD-BANJARMASIN-IDN037,last_mile,FWD-BANJARMASIN,province,IDN037,Papua Tengah,2443.685,1.250,3054.606,2200,14.00,1.320,1.0656,63200,false
LM-FWD-BANJARMASIN-IDN038,last_mile,FWD-BANJARMASIN,province,IDN038,Papua Pegunungan,2767.896,1.250,3459.870,2200,14.00,1.320,1.0467,70000,false
LM-FWD-BALIKPAPAN-IDN001,last_mile,FWD-BALIKPAPAN,province,IDN001,Aceh,2286.611,1.250,2858.264,2200,14.00,1.160,1.0061,49300,false
LM-FWD-BALIKPAPAN-IDN002,last_mile,FWD-BALIKPAPAN,province,IDN002,Sumatera Utara,1964.968,1.250,2456.210,2200,14.00,1.160,1.0717,45500,false
LM-FWD-BALIKPAPAN-IDN003,last_mile,FWD-BALIKPAPAN,province,IDN003,Sumatera Barat,1833.032,1.250,2291.290,2200,14.00,1.160,0.9922,39500,false
LM-FWD-BALIKPAPAN-IDN004,last_mile,FWD-BALIKPAPAN,province,IDN004,Riau,1710.314,1.250,2137.892,2200,14.00,1.160,1.0602,39500,false
LM-FWD-BALIKPAPAN-IDN005,last_mile,FWD-BALIKPAPAN,province,IDN005,Jambi,1621.867,1.250,2027.333,2200,14.00,1.160,1.0121,35900,false
LM-FWD-BALIKPAPAN-IDN006,last_mile,FWD-BALIKPAPAN,province,IDN006,Sumatera Selatan,1457.763,1.250,1822.204,2200,14.00,1.160,0.9479,30500,false
LM-FWD-BALIKPAPAN-IDN007,last_mile,FWD-BALIKPAPAN,province,IDN007,Bengkulu,1632.675,1.250,2040.844,2200,14.00,1.160,1.0426,37200,false
LM-FWD-BALIKPAPAN-IDN008,last_mile,FWD-BALIKPAPAN,province,IDN008,Lampung,1388.587,1.250,1735.733,2200,14.00,1.160,0.9744,30000,false
LM-FWD-BALIKPAPAN-IDN009,last_mile,FWD-BALIKPAPAN,province,IDN009,Kepulauan Bangka Belitung,1204.225,1.250,1505.281,2200,14.00,1.160,1.0340,27900,false
LM-FWD-BALIKPAPAN-IDN010,last_mile,FWD-BALIKPAPAN,province,IDN010,Kepulauan Riau,1323.805,1.250,1654.756,2200,14.00,1.160,0.9523,28000,false
LM-FWD-BALIKPAPAN-IDN011,last_mile,FWD-BALIKPAPAN,province,IDN011,DKI Jakarta,1243.166,1.250,1553.957,2200,14.00,1.160,1.0126,28100,false
LM-FWD-BALIKPAPAN-IDN012,last_mile,FWD-BALIKPAPAN,province,IDN012,Jawa Barat,1224.265,1.250,1530.331,2200,14.00,1.160,1.0353,28400,false
LM-FWD-BALIKPAPAN-IDN013,last_mile,FWD-BALIKPAPAN,province,IDN013,Jawa Tengah,1041.701,1.250,1302.127,2200,14.00,1.160,1.0177,24100,false
LM-FWD-BALIKPAPAN-IDN014,last_mile,FWD-BALIKPAPAN,province,IDN014,Daerah Istimewa Yogyakarta,1023.126,1.250,1278.907,2200,14.00,1.160,0.9488,22100,false
LM-FWD-BALIKPAPAN-IDN015,last_mile,FWD-BALIKPAPAN,province,IDN015,Jawa Timur,867.334,1.250,1084.167,2200,14.00,1.160,1.0523,21200,false
LM-FWD-BALIKPAPAN-IDN016,last_mile,FWD-BALIKPAPAN,province,IDN016,Banten,1317.171,1.250,1646.463,2200,14.00,1.160,1.0464,30700,false
LM-FWD-BALIKPAPAN-IDN017,last_mile,FWD-BALIKPAPAN,province,IDN017,Bali,809.781,1.250,1012.226,2200,14.00,1.160,0.9592,18200,false
LM-FWD-BALIKPAPAN-IDN018,last_mile,FWD-BALIKPAPAN,province,IDN018,Nusa Tenggara Barat,826.615,1.250,1033.268,2200,14.00,1.240,0.9554,19700,false
LM-FWD-BALIKPAPAN-IDN019,last_mile,FWD-BALIKPAPAN,province,IDN019,Nusa Tenggara Timur,1140.564,1.250,1425.705,2200,14.00,1.240,0.9748,26800,true
LM-FWD-BALIKPAPAN-IDN020,last_mile,FWD-BALIKPAPAN,province,IDN020,Kalimantan Barat,654.305,1.250,817.881,2200,14.00,1.000,0.9837,13400,true
LM-FWD-BALIKPAPAN-IDN021,last_mile,FWD-BALIKPAPAN,province,IDN021,Kalimantan Tengah,424.807,1.250,531.009,2200,14.00,1.000,0.9903,9500,true
LM-FWD-BALIKPAPAN-IDN022,last_mile,FWD-BALIKPAPAN,province,IDN022,Kalimantan Selatan,262.568,1.250,328.210,2200,14.00,1.000,0.9544,6500,true
LM-FWD-BALIKPAPAN-IDN023,last_mile,FWD-BALIKPAPAN,province,IDN023,Kalimantan Timur,189.670,1.250,237.087,2200,14.00,1.000,0.9920,5500,true
LM-FWD-BALIKPAPAN-IDN024,last_mile,FWD-BALIKPAPAN,province,IDN024,Kalimantan Utara,473.258,1.250,591.572,2200,14.00,1.000,1.0552,11100,false
LM-FWD-BALIKPAPAN-IDN025,last_mile,FWD-BALIKPAPAN,province,IDN025,Sulawesi Utara,840.940,1.250,1051.175,2200,14.00,1.160,0.9432,18500,true
